sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
The child that the neighbor that the guest scared liked fell.,Who did the guest scare?,1,second_center_com,The neighbor,neighbor,71750,0.39606815576553345,child,3647,0.6039317846298218,Thechildneighborchildneighbor,False
The child that the neighbor that the guest scared liked fell.,Who did the neighbor like?,1,first_center_com,The child,child,3647,0.8438951373100281,guest,44547,0.1561049073934555,Thechildguestguestguest,False
"The child, who was liked by the neighbor scared by the guest, fell.",Who did the guest scare?,1,second_center_mid,The neighbor,neighbor,71750,0.29421496391296387,child,3647,0.7057850360870361,Thechildneighborchildneighbor,False
"The child, who was liked by the neighbor scared by the guest, fell.",Who did the neighbor like?,1,first_center_mid,The child,child,3647,0.997368335723877,guest,44547,0.0026316740550100803,Thechildchildchildchild,False
"There is that neighbor scared by the guest, so the child, who was liked by the neighbor, fell.",Who did the guest scare?,1,second_center_sim,The neighbor,neighbor,71750,0.9970190525054932,child,3647,0.002981032943353057,Theneighborchildneighborchild,False
"There is that neighbor scared by the guest, so the child, who was liked by the neighbor, fell.",Who did the neighbor like?,1,first_center_sim,The child,child,3647,0.999854564666748,guest,44547,0.00014539113908540457,Thechildchildchildchild,False
"The child, who was liked by the neighbor, fell. The neighbor is the one scared by the guest.",Who did the guest scare?,1,second_center_sim_rev,The neighbor,neighbor,71750,0.9994514584541321,child,3647,0.0005484791472554207,Theneighborchildchildneighbor,False
"The child, who was liked by the neighbor, fell. The neighbor is the one scared by the guest.",Who did the neighbor like?,1,first_center_sim_rev,The child,child,3647,0.9993928670883179,guest,44547,0.0006070755189284682,Thechildguestguestchild,False
The man that the investigator that the journalist admired checked laughed.,Who did the journalist admire?,2,second_center_com,The investigator,investigator,70978,0.19682620465755463,man,1066,0.8031737804412842,Themaninvestigatorinvestig,False
The man that the investigator that the journalist admired checked laughed.,Who did the investigator check?,2,first_center_com,The man,man,1066,0.9621075391769409,journalist,195676,0.0378924235701561,Themanmanmanman,False
"The man, who was checked by the investigator admired by the journalist, laughed.",Who did the journalist admire?,2,second_center_mid,The investigator,investigator,70978,0.01233610138297081,man,1066,0.9876639246940613,Themaninvestigatorman,False
"The man, who was checked by the investigator admired by the journalist, laughed.",Who did the investigator check?,2,first_center_mid,The man,man,1066,0.9985785484313965,journalist,195676,0.0014214043039828539,Themanmanmanman,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the journalist admire?,2,second_center_sim,The investigator,investigator,70978,0.44167301058769226,man,1066,0.5583269596099854,Themaninvestigatorinvestig,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the investigator check?,2,first_center_sim,The man,man,1066,0.9489172697067261,journalist,195676,0.05108273774385452,Themanmanmanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the journalist admire?,2,second_center_sim_rev,The investigator,investigator,70978,0.729519784450531,man,1066,0.2704802453517914,Theinvestigatormanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the investigator check?,2,first_center_sim_rev,The man,man,1066,0.9983769655227661,journalist,195676,0.001622966956347227,Themanmanmanman,False
The thief that the mover that the architect knew surprised got caught.,Who did the architect know?,3,second_center_com,The mover,mover,69529,0.815232515335083,thief,217818,0.18476751446723938,Themoverthiefthiefmover,False
The thief that the mover that the architect knew surprised got caught.,Who did the mover surprise?,3,first_center_com,The thief,thief,217818,0.9046505093574524,architect,106944,0.09534946084022522,Thethiefthiefthiefthief,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the architect know?,3,second_center_mid,The mover,mover,69529,0.9653811454772949,thief,217818,0.034618839621543884,Themoverthiefthiefmover,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the mover surprise?,3,first_center_mid,The thief,thief,217818,0.8774768114089966,architect,106944,0.12252321094274521,Thethiefthiefthiefthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the architect know?,3,second_center_sim,The mover,mover,69529,0.9950177073478699,thief,217818,0.004982269834727049,Themoverthiefthiefthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the mover surprise?,3,first_center_sim,The thief,thief,217818,0.973036527633667,architect,106944,0.026963500306010246,Thethiefthiefthiefthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the architect know?,3,second_center_sim_rev,The mover,mover,69529,0.9982725381851196,thief,217818,0.0017274586716666818,Themoverthiefthiefmover,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,217818,0.9950946569442749,architect,106944,0.004905405919998884,Thethiefthiefthiefthief,False
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,65044,0.0844927579164505,student,16134,0.9155072569847107,Thestudentproducerstudentproducer,False
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,16134,0.9553191661834717,director,43022,0.0446808747947216,Thestudentdirectorstudentdirector,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,65044,0.9863631129264832,student,16134,0.013636834919452667,Theproducerstudentproducerstudent,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,16134,0.9993976354598999,director,43022,0.0006023541209287941,Thestudentstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,65044,0.9998675584793091,student,16134,0.00013238185783848166,Theproducerstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,16134,0.9982993006706238,director,43022,0.001700722612440586,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,65044,0.9999892711639404,student,16134,1.0699396625568625e-05,Theproducerstudentproducerstudent,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,16134,0.9995121955871582,director,43022,0.00048785717808641493,Thestudentstudentstudentstudent,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,105776,0.019271135330200195,technician,72400,0.980728805065155,Thetechnicianassistantassistant,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,72400,0.46101680397987366,ambassador,1944,0.5389832258224487,Theambassadorambassador,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,105776,0.0016875095898285508,technician,72400,0.9983124732971191,Thetechnicianassistantassistant,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,72400,0.8221890926361084,ambassador,1944,0.17781086266040802,Thetechnicianambassador,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,105776,0.7577943801879883,technician,72400,0.2422056347131729,Theassistantassistantassistantassistant,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,72400,0.7577943801879883,ambassador,1944,0.2422056347131729,Thetechnicianambassador,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,105776,0.5660185217857361,technician,72400,0.4339814782142639,Theassistantassistantassistantassistant,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,72400,0.9202179908752441,ambassador,1944,0.07978201657533646,Thetechnicianambassador,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,39214,0.07055959850549698,model,2516,0.929440438747406,Themodelbroadcastermodel,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,2516,0.32423537969589233,waiter,183126,0.6757646203041077,Thewaitermodelmodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,39214,0.03358950465917587,model,2516,0.9664104580879211,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,2516,0.929440438747406,waiter,183126,0.07055959850549698,Themodelmodelmodelmodel,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,39214,0.735641598701477,model,2516,0.2643583416938782,Thebroadcastermodelmodel,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,2516,0.9207897186279297,waiter,183126,0.0792103260755539,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,39214,0.896975576877594,model,2516,0.1030244305729866,Thebroadcastermodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,2516,0.9433475732803345,waiter,183126,0.05665242671966553,Themodelmodelmodelmodel,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,16134,0.001314724562689662,tourist,162042,0.9986853003501892,Thetouriststudenttouriststudent,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,162042,0.9966233968734741,seller,36933,0.003376612439751625,Thetouristsellertouristseller,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,16134,0.9019206762313843,tourist,162042,0.09807932376861572,Thestudentstudentstudentstudent,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,162042,0.993854820728302,seller,36933,0.006145091727375984,Thetouristtouristtouristtourist,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,16134,0.41111084818840027,tourist,162042,0.5888891220092773,Thetouriststudentstudenttourist,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,162042,0.9980276226997375,seller,36933,0.001972335623577237,Thetouristtouristtouristtourist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,16134,0.9830850958824158,tourist,162042,0.016914913430809975,Thestudentstudentstudentstudent,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,162042,0.9989350438117981,seller,36933,0.0010649627074599266,Thetouristsellertouristseller,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,26229,0.030214589089155197,guy,19261,0.9697853922843933,Theguyguyguyguy,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,19261,0.5117166042327881,flight attendant,36531,0.4882833957672119,The attendant attendant attendant attendant,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,26229,0.07316471636295319,guy,19261,0.9268352389335632,Theguyguyguyguy,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,19261,0.9997884631156921,flight attendant,36531,0.0002115288662025705,The attendantguyguyguy,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,26229,0.8643104434013367,guy,19261,0.13568954169750214,Theguideguyguyguy,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,19261,0.9992678761482239,flight attendant,36531,0.0007321813027374446,The attendantguyguyguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,26229,0.9978342652320862,guy,19261,0.00216576736420393,Theguideguyguyguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,19261,0.9999285936355591,flight attendant,36531,7.141901733120903e-05,The attendant attendant attendant attendant,False
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,167910,0.9927672147750854,artist,28723,0.007232763338834047,Thecuratorartistcuratorartist,False
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,28723,0.9326989054679871,museum,49083,0.06730107963085175,Theartistartistartistartist,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,167910,0.9999821186065674,artist,28723,1.7917989680427127e-05,Thecuratorcuratorcuratorcurator,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,28723,0.9852713346481323,museum,49083,0.014728613197803497,Theartistartistartistartist,False
